"indicator","total_obs","missing_obs","completeness_rate"
"PER.JR.RCT.TOT",17952,17944,0
"PER.JR.SAL",17952,17950,0
"PER.JR.SAL.GDP",17952,17951,0
"PER.JR.SAL.RCT",17952,17951,0
"PER.JR.SAL.SHARE.RCT",17952,17949,0
"PER.JR.SAL.TOT",17952,17952,0
"PER.JR.SAL.USD",17952,17949,0
"PER.JR.SOR.GOV",17952,17952,0
"PER.JR.TCH.HRS",17952,17950,0
"PER.JR.TEACH.SHARE",17952,17949,0
"PER.JR.TNR",17952,17950,0
"PER.JR.TOTEXP",17952,17947,0
"PER.JR.TRANSFER.PS",17952,17951,0
"PER.JR.TRANSFER.RCT",17952,17949,0
"PER.OC.AD.SAL.SHARE",17952,17946,0
"PER.OC.FEED.GDP",17952,17951,0
"PER.OC.FEED.RCT",17952,17952,0
"PER.OC.FIN.JR",17952,17950,0
"PER.OC.FIN.LOAN.TER",17952,17951,0
"PER.OC.FIN.PRM",17952,17949,0
"PER.OC.FIN.RCT",17952,17946,0
"PER.OC.FIN.SEC",17952,17951,0
"PER.OC.FIN.SR",17952,17950,0
"PER.OC.FIN.TER",17952,17947,0
"PER.OC.FIN.TER.TOT",17952,17944,0
"PER.OC.FIN.TOT.PRM",17952,17951,0
"PER.OC.FIN.TOT.Q1",17952,17948,0
"PER.OC.FIN.TOT.Q2",17952,17948,0
"PER.OC.FIN.TOT.Q3",17952,17948,0
"PER.OC.FIN.TOT.Q4",17952,17948,0
"PER.OC.FIN.TOT.Q5",17952,17948,0
"PER.OC.FIN.TOT.SEC",17952,17947,0
"PER.OC.FIN.TOT.SR",17952,17951,0
"PER.OC.FIN.TOT.VOC",17952,17951,0
"PER.OC.FIN.VOC.TOT",17952,17951,0
"PER.OC.GDR.PRM",17952,17950,0
"PER.OC.GDR.SEC",17952,17950,0
"PER.OC.GDR.TER",17952,17951,0
"PER.OC.GDR.TOT",17952,17948,0
"PER.OC.GEO.RRL",17952,17949,0
"PER.OC.GEO.RRL.JR",17952,17951,0
"PER.OC.GEO.RRL.P40",17952,17951,0
"PER.OC.GEO.RRL.PCT",17952,17944,0
"PER.OC.GEO.RRL.PP",17952,17951,0
"PER.OC.GEO.RRL.PPC",17952,17944,0
"PER.OC.GEO.RRL.PRM",17952,17950,0
"PER.OC.GEO.RRL.PRM.PER",17952,17948,0
"PER.OC.GEO.RRL.PSTF",17952,17952,0
"PER.OC.GEO.RRL.R40",17952,17951,0
"PER.OC.GEO.RRL.SEC",17952,17951,0
"PER.OC.GEO.RRL.SEC.PS",17952,17951,0
"PER.OC.GEO.RRL.SR",17952,17951,0
"PER.OC.GEO.RRL.TER",17952,17951,0
"PER.OC.GEO.RRL.TNR",17952,17951,0
"PER.OC.GEO.RU.PRM",17952,17950,0
"PER.OC.GEO.RU.SEC",17952,17949,0
"PER.OC.GEO.URB",17952,17949,0
"PER.OC.GEO.URB.JR",17952,17951,0
"PER.OC.GEO.URB.P40",17952,17951,0
"PER.OC.GEO.URB.PCR",17952,17944,0
"PER.OC.GEO.URB.PP",17952,17951,0
"PER.OC.GEO.URB.PPC",17952,17944,0
"PER.OC.GEO.URB.PRM",17952,17950,0
"PER.OC.GEO.URB.PRM.PER",17952,17948,0
"PER.OC.GEO.URB.PSTF",17952,17952,0
"PER.OC.GEO.URB.R40",17952,17951,0
"PER.OC.GEO.URB.SEC",17952,17951,0
"PER.OC.GEO.URB.SEC.PS",17952,17951,0
"PER.OC.GEO.URB.SR",17952,17951,0
"PER.OC.GEO.URB.TER",17952,17951,0
"PER.OC.GEO.URB.TNR",17952,17951,0
"PER.OC.GOV.PRIV",17952,17949,0
"PER.OC.HIV.ABS",17952,17950,0
"PER.OC.HIV.OVC.ENR",17952,17951,0
"PER.OC.HIV.OVC.PRM",17952,17951,0
"PER.OC.HIV.OVC.SEC",17952,17951,0
"PER.OC.HIV.OVC.TOT",17952,17951,0
"PER.OC.HIV.SHARE",17952,17949,0
"PER.OC.HIV.TOT",17952,17951,0
"PER.OC.HIV.TT",17952,17950,0
"PER.OC.HIV.USD",17952,17950,0
"PER.OC.MAIN.RCT",17952,17945,0
"PER.OC.PTXT",17952,17946,0
"PER.OC.TLM.RCT",17952,17949,0
"PER.OC.TRA.BAS",17952,17947,0
"PER.OC.TRA.OVERALL",17952,17948,0
"PER.OC.TRA.PP",17952,17947,0
"PER.OC.TRA.PRM",17952,17949,0
"PER.OC.TRA.SEC",17952,17951,0
"PER.OC.TRA.TER",17952,17951,0
"PER.OC.TT.PRM",17952,17947,0
"PER.OC.TXT.RCT",17952,17944,0
"PER.OC.TXT.TOT",17952,17947,0
"PER.OC.UTL.RCT",17952,17946,0
"PER.PP.ADMIN",17952,17952,0
"PER.PP.CAP.SHARE",17952,17947,0
"PER.PP.CPL",17952,17948,0
"PER.PP.EXE.CPL",17952,17952,0
"PER.PP.EXE.RCT",17952,17952,0
"PER.PP.EXE.TOT",17952,17951,0
"PER.PP.ITL.SHARE",17952,17952,0
"PER.PP.PCR",17952,17952,0
"PER.PP.PPC",17952,17944,0
"PER.PP.PRIV",17952,17948,0
"PER.PP.PS.GDP",17952,17949,0
"PER.PP.PS.RCT.RATIO",17952,17944,0
"PER.PP.PS.USD",17952,17948,0
"PER.PP.PSTF",17952,17952,0
"PER.PP.PVT.FEE",17952,17950,0
"PER.PP.QLT.P40",17952,17948,0
"PER.PP.QLT.Q1",17952,17948,0
"PER.PP.QLT.Q2",17952,17948,0
"PER.PP.QLT.Q4",17952,17948,0
"PER.PP.QLT.Q5",17952,17948,0
"PER.PP.QTL.NP",17952,17951,0
"PER.PP.QTL.POOR",17952,17951,0
"PER.PP.QTL.R40",17952,17948,0
"PER.PP.RCT",17952,17948,0
"PER.PP.SAL",17952,17946,0
"PER.PP.SAL.RCT",17952,17949,0
"PER.PP.SAL.TOT",17952,17949,0
"PER.PP.SAL.USD",17952,17944,0
"PER.PP.SOR.GOV",17952,17949,0
"PER.PP.TEACH.SHARE",17952,17946,0
"PER.PP.TNR",17952,17951,0
"PER.PRM.ADMIN",17952,17951,0
"PER.PRM.CIVIL.SAL",17952,17947,0
"PER.PRM.CIVIL.SHARE",17952,17950,0
"PER.PRM.COM.SAL",17952,17950,0
"PER.PRM.COM.SHARE",17952,17947,0
"PER.PRM.CONTRACT.SAL",17952,17949,0
"PER.PRM.DS.SHARE",17952,17949,0
"PER.PRM.EFF.REP",17952,17944,0
"PER.PRM.EFF.REP.YEAR.PUB",17952,17950,0
"PER.PRM.EFF.REP.YEAR.PVT",17952,17950,0
"PER.PRM.EFF.TCHRSUPPLY",17952,17949,0
"PER.PRM.EFF.TOT",17952,17945,0
"PER.PRM.EFF.WASTAGE",17952,17950,0
"PER.PRM.EXE.CPL",17952,17947,0
"PER.PRM.EXE.RCT",17952,17947,0
"PER.PRM.EXE.SAL",17952,17947,0
"PER.PRM.HH.BOARD",17952,17951,0
"PER.PRM.HH.FEES.TOT",17952,17949,0
"PER.PRM.HH.TEXT",17952,17949,0
"PER.PRM.HH.TRNSPT",17952,17951,0
"PER.PRM.HH.TUIT",17952,17948,0
"PER.PRM.HH.UNIF",17952,17949,0
"PER.PRM.ITL.SHARE",17952,17948,0
"PER.PRM.PCR",17952,17945,0
"PER.PRM.PNTR",17952,17949,0
"PER.PRM.PPS",17952,17949,0
"PER.PRM.PPS.PRIV",17952,17947,0
"PER.PRM.PPS.PUB",17952,17947,0
"PER.PRM.PQTR",17952,17948,0
"PER.PRM.PS.NONSAL",17952,17950,0
"PER.PRM.PS.PUB",17952,17951,0
"PER.PRM.PSTF",17952,17951,0
"PER.PRM.PTC.CIVIL",17952,17945,0
"PER.PRM.PTR.CONTRACT",17952,17951,0
"PER.PRM.PVT.FEE",17952,17949,0
"PER.PRM.QTL.NP",17952,17950,0
"PER.PRM.QTL.POOR",17952,17950,0
"PER.PRM.RCT.GDP",17952,17947,0
"PER.PRM.SAL.PS",17952,17948,0
"PER.PRM.SAL.RCT",17952,17946,0
"PER.PRM.SAL.SHARE",17952,17947,0
"PER.PRM.SAL.TOT",17952,17948,0
"PER.PRM.SAL.USD",17952,17944,0
"PER.PRM.TCH.JOB",17952,17951,0
"PER.PRM.TLM.PS",17952,17952,0
"PER.PRM.TNR",17952,17944,0
"PER.PRM.TOT.CPL",17952,17947,0
"PER.PRM.TS.SHARE",17952,17950,0
"PER.PRM.UTL.SHARE",17952,17946,0
"PER.PVT.PRM.TOT",17952,17951,0
"PER.PVT.SEC.TOT",17952,17951,0
"PER.PVT.TER.TOT",17952,17950,0
"PER.RRL.HH.SHARE",17952,17951,0
"PER.RRL.HH.TOTSHARE",17952,17951,0
"PER.SAL.HOURLY",17952,17948,0
"PER.SAL.HR.WEEK",17952,17948,0
"PER.SAL.NOT",17952,17951,0
"PER.SAL.PRM.WEEK",17952,17950,0
"PER.SAL.SEC.WEEK",17952,17951,0
"PER.SAL.TEACH.TOT.USD",17952,17947,0
"PER.SEC.ADMIN",17952,17951,0
"PER.SEC.CIVIL.SAL",17952,17950,0
"PER.SEC.CIVIL.SHARE",17952,17951,0
"PER.SEC.COM.SAL",17952,17950,0
"PER.SEC.COM.SHARE",17952,17951,0
"PER.SEC.CONTRACT",17952,17948,0
"PER.SEC.CONTRACT.SAL",17952,17951,0
"PER.SEC.DS.SHARE",17952,17951,0
"PER.SEC.EFF.REP",17952,17950,0
"PER.SEC.EFF.REP.YEAR",17952,17946,0
"PER.SEC.EFF.REP.YEAR.PUB",17952,17950,0
"PER.SEC.EFF.REP.YEAR.PVT",17952,17950,0
"PER.SEC.EFF.TOT",17952,17949,0
"PER.SEC.EXE.CPL",17952,17947,0
"PER.SEC.EXE.RCT",17952,17947,0
"PER.SEC.EXE.SAL",17952,17947,0
"PER.SEC.HH.BOARD",17952,17951,0
"PER.SEC.HH.TEXT",17952,17949,0
"PER.SEC.HH.TRNSPT",17952,17951,0
"PER.SEC.HH.TUIT",17952,17948,0
"PER.SEC.HH.UNIF",17952,17949,0
"PER.SEC.ITL.SHARE",17952,17948,0
"PER.SEC.PCR",17952,17951,0
"PER.SEC.PPS",17952,17949,0
"PER.SEC.PPS.PRIV",17952,17950,0
"PER.SEC.PPS.PUB",17952,17951,0
"PER.SEC.PQTR",17952,17951,0
"PER.SEC.PRIV.PS",17952,17950,0
"PER.SEC.PRT.PRIV",17952,17949,0
"PER.SEC.PS.NONSAL",17952,17952,0
"PER.SEC.PS.PUB",17952,17950,0
"PER.SEC.PS.TEXT",17952,17952,0
"PER.SEC.PS.USD",17952,17944,0
"PER.SEC.PSTF",17952,17951,0
"PER.SEC.PTC.CIVIL",17952,17945,0
"PER.SEC.PTR.CONTRACT",17952,17951,0
"PER.SEC.PTR.PUBLIC",17952,17950,0
"PER.SEC.PVT.FEE",17952,17949,0
"PER.SEC.QTL.NP",17952,17950,0
"PER.SEC.QTL.POOR",17952,17950,0
"PER.SEC.QTL.Q5",17952,17944,0
"PER.SEC.RCT.GDP",17952,17947,0
"PER.SEC.SAL.GDP",17952,17946,0
"PER.SEC.SAL.PS",17952,17950,0
"PER.SEC.SAL.RCT",17952,17947,0
"PER.SEC.SAL.SHARE",17952,17947,0
"PER.SEC.SAL.TOT",17952,17948,0
"PER.SEC.SAL.USD",17952,17949,0
"PER.SEC.TCH.HRS",17952,17948,0
"PER.SEC.TCH.JOB",17952,17951,0
"PER.SEC.TNR",17952,17945,0
"PER.SEC.TRANSFER.RCT",17952,17947,0
"PER.SEC.TS.SHARE",17952,17952,0
"PER.SOR.BAS.PROV",17952,17951,0
"PER.SOR.CTL.SR",17952,17951,0
"PER.SOR.CTL.TOT.PP",17952,17947,0
"PER.SOR.CTL.TOT.PRM",17952,17946,0
"PER.SOR.CTL.TOT.SEC",17952,17946,0
"PER.SOR.CTL.TOT.VOC",17952,17947,0
"PER.SOR.DIST",17952,17945,0
"PER.SOR.DIST.JR",17952,17948,0
"PER.SOR.DIST.PP",17952,17947,0
"PER.SOR.DIST.PRM",17952,17948,0
"PER.SOR.DIST.SEC",17952,17947,0
"PER.SOR.DIST.SR",17952,17946,0
"PER.SOR.DIST.VOC",17952,17947,0
"PER.SOR.FEE.JR",17952,17949,0
"PER.SOR.FEE.JR.SHARE",17952,17947,0
"PER.SOR.FEE.PP.SHARE",17952,17951,0
"PER.SOR.FEE.PRM",17952,17944,0
"PER.SOR.FEE.SEC.SHARE",17952,17948,0
"PER.SOR.FEE.SR",17952,17948,0
"PER.SOR.FEE.SR.SHARE",17952,17947,0
"PER.SOR.FEE.TOT",17952,17951,0
"PER.SOR.GOV.PS.PRM",17952,17950,0
"PER.SOR.GOV.PS.SEC",17952,17951,0
"PER.SOR.GOV.PS.TER",17952,17945,0
"PER.SOR.GOV.PS.VOC",17952,17951,0
"PER.SOR.GOV.RCT",17952,17950,0
"PER.SOR.GOV.SEC",17952,17946,0
"PER.SOR.GOV.VOC",17952,17946,0
"PER.SOR.HH.BAS",17952,17950,0
"PER.SOR.HH.JR",17952,17951,0
"PER.SOR.HH.P20.PRM",17952,17951,0
"PER.SOR.HH.P20.SEC",17952,17951,0
"PER.SOR.HH.P20.TER",17952,17951,0
"PER.SOR.HH.P40",17952,17951,0
"PER.SOR.HH.Q1",17952,17945,0
"PER.SOR.HH.Q1.PRM",17952,17951,0
"PER.SOR.HH.Q1.SEC",17952,17951,0
"PER.SOR.HH.Q1.TER",17952,17951,0
"PER.SOR.HH.Q2",17952,17946,0
"PER.SOR.HH.Q2.PRM",17952,17951,0
"PER.SOR.HH.Q2.SEC",17952,17951,0
"PER.SOR.HH.Q2.TER",17952,17951,0
"PER.SOR.HH.Q3",17952,17946,0
"PER.SOR.HH.Q3.PRM",17952,17951,0
"PER.SOR.HH.Q3.SEC",17952,17951,0
"PER.SOR.HH.Q3.TER",17952,17951,0
"PER.SOR.HH.Q4",17952,17946,0
"PER.SOR.HH.Q4.PRM",17952,17951,0
"PER.SOR.HH.Q4.SEC",17952,17951,0
"PER.SOR.HH.Q4.TER",17952,17951,0
"PER.SOR.HH.Q5",17952,17945,0
"PER.SOR.HH.Q5.PRM",17952,17951,0
"PER.SOR.HH.Q5.SEC",17952,17951,0
"PER.SOR.HH.Q5.TER",17952,17951,0
"PER.SOR.HH.R20.PRM",17952,17951,0
"PER.SOR.HH.R20.SEC",17952,17951,0
"PER.SOR.HH.R20.TER",17952,17951,0
"PER.SOR.HH.R40",17952,17951,0
"PER.SOR.HH.SEC",17952,17944,0
"PER.SOR.HH.SR",17952,17951,0
"PER.SOR.HH.TER",17952,17944,0
"PER.SOR.HH.TOT",17952,17948,0
"PER.SOR.HH.USD",17952,17947,0
"PER.SOR.HH.USD.BAS",17952,17952,0
"PER.SOR.HH.USD.JR",17952,17951,0
"PER.SOR.HH.USD.PP",17952,17952,0
"PER.SOR.HH.USD.PRM",17952,17948,0
"PER.SOR.HH.USD.SEC",17952,17947,0
"PER.SOR.HH.USD.SR",17952,17951,0
"PER.SOR.HH.USD.TER",17952,17948,0
"PER.SOR.ITL.BAS",17952,17944,0
"PER.SOR.ITL.JR",17952,17948,0
"PER.SOR.ITL.OFF",17952,17945,0
"PER.SOR.ITL.PP",17952,17945,0
"PER.SOR.ITL.RCT",17952,17950,0
"PER.SOR.ITL.SEC",17952,17946,0
"PER.SOR.ITL.SR",17952,17948,0
"PER.SOR.ITL.TER",17952,17947,0
"PER.SOR.ITL.VOC",17952,17946,0
"PER.SOR.PP.CTL",17952,17951,0
"PER.SOR.PP.DIST",17952,17951,0
"PER.SOR.PP.PROV",17952,17951,0
"PER.SOR.PRM.CTL",17952,17952,0
"PER.SOR.PRM.DIST",17952,17952,0
"PER.SOR.PRM.PROV",17952,17952,0
"PER.SOR.PROV",17952,17951,0
"PER.SOR.PROV.REV",17952,17952,0
"PER.SOR.PRT.SEC",17952,17946,0
"PER.SOR.PVT.GDP.PP",17952,17951,0
"PER.SOR.PVT.GDP.PRM",17952,17950,0
"PER.SOR.PVT.GDP.TER",17952,17948,0
"PER.SOR.PVT.JR",17952,17947,0
"PER.SOR.PVT.PCT.PRM",17952,17951,0
"PER.SOR.PVT.PCT.Q1",17952,17946,0
"PER.SOR.PVT.PCT.Q2",17952,17949,0
"PER.SOR.PVT.PCT.Q3",17952,17949,0
"PER.SOR.PVT.PCT.Q4",17952,17949,0
"PER.SOR.PVT.PCT.Q5",17952,17947,0
"PER.SOR.PVT.PCT.SEC",17952,17951,0
"PER.SOR.PVT.PCT.TER",17952,17951,0
"PER.SOR.PVT.PP",17952,17951,0
"PER.SOR.PVT.PRM",17952,17945,0
"PER.SOR.PVT.TER",17952,17946,0
"PER.SOR.PVT.VOC",17952,17951,0
"PER.SOR.SEC.CTL",17952,17952,0
"PER.SOR.SEC.DIST",17952,17952,0
"PER.SOR.SEC.PROV",17952,17952,0
"PER.SOR.SUB.PP",17952,17944,0
"PER.SOR.SUB.SAL",17952,17945,0
"PER.SOR.SUB.STAFF",17952,17949,0
"PER.SOR.TER.CTL",17952,17951,0
"PER.SOR.TER.DIST",17952,17951,0
"PER.SOR.TER.PROV",17952,17951,0
"PER.SOR.VOC.CTL",17952,17951,0
"PER.SOR.VOC.DIST",17952,17951,0
"PER.SOR.VOC.PROV",17952,17951,0
"PER.SP.ITL.SHARE",17952,17952,0
"PER.SP.SAL",17952,17945,0
"PER.SP.SOR.GOV",17952,17948,0
"PER.SP.SOR.ITL",17952,17949,0
"PER.SR.ADMIN",17952,17952,0
"PER.SR.CPL",17952,17948,0
"PER.SR.CPL.TOT",17952,17947,0
"PER.SR.EFF.REP",17952,17950,0
"PER.SR.EFF.REP.YEAR",17952,17952,0
"PER.SR.GS.RCT",17952,17950,0
"PER.SR.ITL.SHARE",17952,17952,0
"PER.SR.PCR",17952,17950,0
"PER.SR.PS.GDP",17952,17945,0
"PER.SR.PS.NONSAL",17952,17950,0
"PER.SR.PS.RCT",17952,17949,0
"PER.SR.PS.USD",17952,17949,0
"PER.SR.PSTF",17952,17952,0
"PER.SR.QLT.Q1",17952,17946,0
"PER.SR.QLT.Q2",17952,17946,0
"PER.SR.QLT.Q3",17952,17946,0
"PER.SR.QLT.Q4",17952,17946,0
"PER.SR.QLT.Q5",17952,17946,0
"PER.SR.QTL.P40",17952,17946,0
"PER.SR.QTL.R40",17952,17946,0
"PER.SR.RCT",17952,17947,0
"PER.SR.SAL",17952,17948,0
"PER.SR.SAL.GDP",17952,17948,0
"PER.SR.SAL.RCT",17952,17951,0
"PER.SR.SAL.SHARE.RCT",17952,17950,0
"PER.SR.SAL.TOT",17952,17952,0
"PER.SR.SAL.USD",17952,17950,0
"PER.SR.SOR.GOV",17952,17952,0
"PER.SR.TCH.HRS",17952,17950,0
"PER.SR.TEACH.SHARE",17952,17950,0
"PER.SR.TNR",17952,17950,0
"PER.SR.TRANSFER.PS",17952,17951,0
"PER.SR.TRANSFER.RCT",17952,17950,0
"PER.SUB.DIST.CAP",17952,17944,0
"PER.SUB.DIST.RCT",17952,17945,0
"PER.SUB.DIST.SAL",17952,17949,0
"PER.SUB.PROV.CAP",17952,17946,0
"PER.SUB.PROV.RCT",17952,17946,0
"PER.SUB.PROV.SAL",17952,17950,0
"PER.TEACH.RCT.PS",17952,17948,0
"PER.TEACH.SAL.PS",17952,17950,0
"PER.TER.ADMIN",17952,17948,0
"PER.TER.EFF.REP",17952,17950,0
"PER.TER.EFF.REP.YEAR",17952,17951,0
"PER.TER.EXE.CPL",17952,17949,0
"PER.TER.EXE.RCT",17952,17949,0
"PER.TER.FIN.PS",17952,17945,0
"PER.TER.HH.BOARD",17952,17950,0
"PER.TER.HH.TEXT",17952,17950,0
"PER.TER.HH.TRNSPT",17952,17951,0
"PER.TER.HH.UNIF",17952,17950,0
"PER.TER.ITL.SHARE",17952,17951,0
"PER.TER.PCR",17952,17952,0
"PER.TER.PS.NONSAL",17952,17952,0
"PER.TER.PS.TEXT",17952,17951,0
"PER.TER.PSTF",17952,17950,0
"PER.TER.PVT.FEE",17952,17951,0
"PER.TER.QTL.NP",17952,17950,0
"PER.TER.QTL.POOR",17952,17950,0
"PER.TER.RCT.GDP",17952,17947,0
"PER.TER.SAL.GDP",17952,17950,0
"PER.TER.SAL.PS",17952,17951,0
"PER.TER.SAL.SHARE",17952,17950,0
"PER.TER.SAL.TOT",17952,17947,0
"PER.TER.SAL.USD",17952,17944,0
"PER.TER.SHARE.PRIV",17952,17949,0
"PER.TER.TEXT.RCT",17952,17950,0
"PER.TER.TEXT.TOT",17952,17951,0
"PER.TER.TNR",17952,17950,0
"PER.TER.TOT.CPL",17952,17945,0
"PER.TER.TRANSFER.RCT",17952,17944,0
"PER.TT.EXE.CAP",17952,17947,0
"PER.TT.ITL.SHARE",17952,17949,0
"PER.TT.OA.UNQUAL",17952,17950,0
"PER.TT.PS.USD",17952,17950,0
"PER.TT.SOR.GOV",17952,17944,0
"PER.TT.SOR.ITL",17952,17944,0
"PER.URB.HH.SHARE",17952,17951,0
"PER.URB.HH.TOTSHARE",17952,17951,0
"PER.VOC.ADMIN",17952,17952,0
"PER.VOC.CPL",17952,17950,0
"PER.VOC.EXE.CPL",17952,17950,0
"PER.VOC.EXE.RCT",17952,17952,0
"PER.VOC.EXE.TOT",17952,17946,0
"PER.VOC.FIN.RCT.PCT",17952,17950,0
"PER.VOC.FIN.STUDENTS",17952,17949,0
"PER.VOC.GS.RCT",17952,17945,0
"PER.VOC.HH.PS",17952,17951,0
"PER.VOC.PCR",17952,17951,0
"PER.VOC.PPC",17952,17944,0
"PER.VOC.PS.GDP",17952,17946,0
"PER.VOC.PS.NONSAL",17952,17951,0
"PER.VOC.PSTF",17952,17950,0
"PER.VOC.PVT.FEE",17952,17952,0
"PER.VOC.QTL.P40",17952,17951,0
"PER.VOC.QTL.Q1",17952,17951,0
"PER.VOC.QTL.Q2",17952,17951,0
"PER.VOC.QTL.Q3",17952,17951,0
"PER.VOC.QTL.Q4",17952,17951,0
"PER.VOC.QTL.Q5",17952,17951,0
"PER.VOC.QTL.R40",17952,17951,0
"PER.VOC.RCT",17952,17945,0
"PER.VOC.RCT.PS",17952,17945,0
"PER.VOC.SAL",17952,17949,0
"PER.VOC.SAL.RCT",17952,17950,0
"PER.VOC.SAL.SHARE.TOT",17952,17952,0
"PER.VOC.SAL.USDLOC",17952,17951,0
"PER.VOC.TEACH.SHARE",17952,17946,0
"PER.VOC.TNR",17952,17949,0
"PER.VOC.TOT.CPL",17952,17950,0
"PER.VOC.TRANSFER.RCT",17952,17946,0
"SABER.GRVT.GOAL5",17952,17945,0
"SABER.GRVT.GOAL5.LVL1",17952,17945,0
"SABER.GRVT.GOAL5.LVL2",17952,17945,0
"SABER.GRVT.GOAL5.LVL3",17952,17945,0
"SABER.GRVT.GOAL5.LVL4",17952,17945,0
"SABER.GRVT.GOAL5.LVL5",17952,17945,0
"SABER.GRVT.GOAL5.LVL6",17952,17945,0
"SABER.GRVT.GOAL5.LVL7",17952,17945,0
"SABER.GRVT.GOAL6.LVL1",17952,17945,0
"SABER.GRVT.GOAL6.LVL2",17952,17945,0
"SABER.GRVT.GOAL6.LVL3",17952,17945,0
"SABER.GRVT.GOAL6.LVL4",17952,17945,0
"SABER.GRVT.GOAL6.LVL5",17952,17945,0
"SABER.GRVT.GOAL6.LVL6",17952,17945,0
"SABER.GRVT.GOAL7",17952,17945,0
"SABER.GRVT.GOAL7.LVL1",17952,17945,0
"SABER.GRVT.GOAL7.LVL2",17952,17945,0
"SABER.GRVT.GOAL7.LVL3",17952,17945,0
"SABER.GRVT.GOAL7.LVL4",17952,17945,0
"SABER.GRVT.GOAL8",17952,17945,0
"SABER.GRVT.GOAL8.LVL1",17952,17945,0
"SABER.GRVT.GOAL8.LVL2",17952,17945,0
"SABER.GRVT.GOAL8.LVL3",17952,17945,0
"SABER.GRVT.GOAL8.LVL4",17952,17945,0
"SABER.GRVT.GOAL8.LVL5",17952,17945,0
"SABER.GRVT.GOAL8.LVL6",17952,17945,0
"SABER.GRVT.GOAL8.LVL7",17952,17946,0
"SABER.HLTH.GOAL6",17952,17949,0
"SABER.HLTH.GOAL7",17952,17949,0
"SABER.HLTH.GOAL8",17952,17949,0
"SABER.HLTH.GOAL9",17952,17949,0
"SABER.SCH.FNNC.GOAL1",17952,17947,0
"SABER.SCH.FNNC.GOAL1.LVL1",17952,17947,0
"SABER.SCH.FNNC.GOAL1.LVL2",17952,17947,0
"SABER.SCH.FNNC.GOAL2",17952,17947,0
"SABER.SCH.FNNC.GOAL2.LVL1",17952,17947,0
"SABER.SCH.FNNC.GOAL2.LVL2",17952,17947,0
"SABER.SCH.FNNC.GOAL3",17952,17947,0
"SABER.SCH.FNNC.GOAL3.LVL1",17952,17947,0
"SABER.SCH.FNNC.GOAL3.LVL2",17952,17947,0
"SABER.SCH.FNNC.GOAL4",17952,17947,0
"SABER.SCH.FNNC.GOAL4.LVL1",17952,17947,0
"SABER.SCH.FNNC.GOAL4.LVL2",17952,17947,0
"SABER.SCH.FNNC.GOAL5",17952,17947,0
"SABER.SCH.FNNC.GOAL5.LVL2",17952,17947,0
"SABER.SCH.FNNC.GOAL6",17952,17947,0
"SABER.SCH.FNNC.GOAL6.LVL1",17952,17947,0
"SABER.SCH.FNNC.GOAL6.LVL2",17952,17947,0
"SABER.TER.GOAL1",17952,17949,0
"SABER.TER.GOAL1.LVL1",17952,17949,0
"SABER.TER.GOAL2",17952,17949,0
"SABER.TER.GOAL2.LVL1",17952,17949,0
"SABER.TER.GOAL3",17952,17949,0
"SABER.TER.GOAL3.LVL1",17952,17949,0
"SABER.TER.GOAL3.LVL2",17952,17949,0
"SABER.TER.GOAL4",17952,17949,0
"SABER.TER.GOAL4.LVL1",17952,17949,0
"SABER.TER.GOAL4.LVL2",17952,17949,0
"SABER.TER.GOAL4.LVL3",17952,17949,0
"SABER.TER.GOAL5",17952,17949,0
"SABER.TER.GOAL5.LVL1",17952,17949,0
"SABER.TER.GOAL5.LVL2",17952,17952,0
"SABER.TER.GOAL6",17952,17949,0
"SABER.TER.GOAL6.LVL1",17952,17949,0
"SABER.TER.GOAL6.LVL2",17952,17949,0
"SABER.TER.GOAL6.LVL3",17952,17949,0
"SE.CLO.15Y.LDGAP.M.PSD.2017.1",17952,17945,0
"SE.CLO.15Y.LDGAP.M.PSD.2017.2",17952,17945,0
"SE.CLO.15Y.LDGAP.M.PSD.2017.3",17952,17945,0
"SE.CLO.15Y.LDGAP.M.PSD.2017.4",17952,17945,0
"SE.CLO.15Y.LDGAP.M.PSD.2017.5",17952,17945,0
"SE.CLO.15Y.LDGAP.M.PSD.2017.A",17952,17945,0
"SE.CLO.15Y.LDGAP.M.PSD.2017.F",17952,17945,0
"SE.CLO.15Y.LDGAP.M.PSD.2017.M",17952,17945,0
"SE.CLO.15Y.LDGAP.M.PSD.2017.R",17952,17945,0
"SE.CLO.15Y.LDGAP.M.PSD.2017.U",17952,17945,0
"SE.CLO.15Y.LDGAP.R.PSD.2017.1",17952,17945,0
"SE.CLO.15Y.LDGAP.R.PSD.2017.2",17952,17945,0
"SE.CLO.15Y.LDGAP.R.PSD.2017.3",17952,17945,0
"SE.CLO.15Y.LDGAP.R.PSD.2017.4",17952,17945,0
"SE.CLO.15Y.LDGAP.R.PSD.2017.5",17952,17945,0
"SE.CLO.15Y.LDGAP.R.PSD.2017.A",17952,17945,0
"SE.CLO.15Y.LDGAP.R.PSD.2017.F",17952,17945,0
"SE.CLO.15Y.LDGAP.R.PSD.2017.M",17952,17945,0
"SE.CLO.15Y.LDGAP.R.PSD.2017.R",17952,17945,0
"SE.CLO.15Y.LDGAP.R.PSD.2017.U",17952,17945,0
"SE.CLO.15Y.LDGAP.S.PSD.2017.2",17952,17945,0
"SE.CLO.15Y.LDGAP.S.PSD.2017.3",17952,17945,0
