"indicator","total_obs","missing_obs","completeness_rate"
"NY.TRF.NCTR.KN",17490,13804,21.1
"SE.PRM.UNER.FE.ZS",17490,13762,21.3
"SE.PRM.UNER.MA.ZS",17490,13763,21.3
"SE.PRM.UNER.FE",17490,13746,21.4
"CM.MKT.LCAP.CD",17490,13709,21.6
"CM.MKT.LCAP.GD.ZS",17490,13720,21.6
"GC.XPN.TRFT.CN",17490,13675,21.8
"SE.SEC.NENR.FE",17490,13683,21.8
"SE.SEC.NENR.MA",17490,13682,21.8
"SH.STA.SMSS.UR.ZS",17490,13673,21.8
"DT.DOD.DPNG.CD",17490,13682,21.8
"TM.TAX.MANF.SM.AR.ZS",17490,13684,21.8
"TM.TAX.MANF.WM.AR.ZS",17490,13684,21.8
"TM.TAX.MANF.WM.FN.ZS",17490,13682,21.8
"TM.TAX.MRCH.SM.AR.ZS",17490,13684,21.8
"TM.TAX.MRCH.WM.AR.ZS",17490,13684,21.8
"TM.TAX.MRCH.WM.FN.ZS",17490,13682,21.8
"TM.TAX.TCOM.SM.AR.ZS",17490,13684,21.8
"TM.TAX.TCOM.WM.AR.ZS",17490,13684,21.8
"TM.TAX.TCOM.WM.FN.ZS",17490,13682,21.8
"SE.TER.ENRL.TC.ZS",17490,13658,21.9
"SE.XPD.TERT.ZS",17490,13653,21.9
"TM.TAX.MANF.SM.FN.ZS",17490,13653,21.9
"TM.TAX.MRCH.SM.FN.ZS",17490,13653,21.9
"TM.TAX.TCOM.SM.FN.ZS",17490,13653,21.9
"SE.PRM.PRS5.ZS",17490,13623,22.1
"GC.TAX.IMPT.ZS",17490,13605,22.2
"GC.TAX.IMPT.CN",17490,13598,22.3
"IT.NET.SECR.P6",17490,13592,22.3
"GC.REV.SOCL.ZS",17490,13543,22.6
"SH.STA.BRTW.ZS",17490,13537,22.6
"GC.XPN.OTHR.ZS",17490,13513,22.7
"SE.SEC.NENR",17490,13484,22.9
"GC.TAX.GSRV.VA.ZS",17490,13451,23.1
"NE.GDI.STKB.KN",17490,13450,23.1
"GC.TAX.INTT.CN",17490,13433,23.2
"NY.ADJ.SVNG.CD",17490,13409,23.3
"SH.HIV.ARTC.ZS",17490,13419,23.3
"TM.QTY.MRCH.XD.WD",17490,13412,23.3
"TX.QTY.MRCH.XD.WD",17490,13412,23.3
"TM.VAL.MRCH.XD.WD",17490,13406,23.4
"TT.PRI.MRCH.XD.WD",17490,13393,23.4
"TX.VAL.MRCH.XD.WD",17490,13406,23.4
"SL.EMP.1524.SP.FE.NE.ZS",17490,13364,23.6
"DC.DAC.LUXL.CD",17490,13361,23.6
"SL.EMP.1524.SP.MA.NE.ZS",17490,13362,23.6
"DT.DOD.MIBR.CD",17490,13354,23.6
"PX.REX.REER",17490,13340,23.7
"SL.EMP.1524.SP.NE.ZS",17490,13344,23.7
"CM.MKT.TRAD.GD.ZS",17490,13331,23.8
"ST.INT.TRNR.CD",17490,13286,24
"NY.ADJ.SVNX.CD",17490,13276,24.1
"SL.UEM.1524.FE.NE.ZS",17490,13276,24.1
"SL.UEM.1524.MA.NE.ZS",17490,13274,24.1
"GC.TAX.OTHR.CN",17490,13258,24.2
"SE.SEC.PROG.FE.ZS",17490,13259,24.2
"DT.NFL.IMFN.CD",17490,13235,24.3
"IP.PAT.RESD",17490,13214,24.4
"SE.SEC.PROG.MA.ZS",17490,13223,24.4
"SE.PRM.OENR.MA.ZS",17490,13199,24.5
"CM.MKT.TRNR",17490,13191,24.6
"SL.UEM.1524.NE.ZS",17490,13192,24.6
"GC.REV.GOTR.CN",17490,13172,24.7
"SH.STA.SMSS.ZS",17490,13171,24.7
"IQ.SPI.PIL3",17490,13154,24.8
"FD.RES.LIQU.AS.ZS",17490,13120,25
"ST.INT.TRNX.CD",17490,13125,25
"CM.MKT.LDOM.NO",17490,13091,25.2
"SH.H2O.SMDW.ZS",17490,13079,25.2
"VC.IHR.PSRC.P5",17490,13076,25.2
"DT.NFL.RDBN.CD",17490,13075,25.2
"FB.ATM.TOTL.P5",17490,13040,25.4
"GC.NLD.TOTL.CN",17490,13025,25.5
"GC.XPN.TOTL.CN",17490,13028,25.5
"GC.NFN.TOTL.CN",17490,13014,25.6
"GC.XPN.GSRV.CN",17490,13003,25.7
"SE.PRM.OENR.ZS",17490,13003,25.7
"GC.XPN.COMP.CN",17490,12986,25.8
"GC.XPN.INTP.CN",17490,12969,25.8
"GC.XPN.TRFT.ZS",17490,12972,25.8
"DT.NFL.RDBC.CD",17490,12906,26.2
"GC.TAX.YPKG.CN",17490,12887,26.3
"GC.TAX.YPKG.ZS",17490,12890,26.3
"IP.PAT.NRES",17490,12889,26.3
"IQ.SPI.PIL1",17490,12897,26.3
"FB.CBK.BRCH.P5",17490,12870,26.4
"SH.STA.TRAF.P5",17490,12881,26.4
"GC.TAX.GSRV.CN",17490,12844,26.6
"DT.NFL.PCBK.CD",17490,12835,26.6
"DT.NFL.PCBO.CD",17490,12843,26.6
"DT.NFL.PROP.CD",17490,12834,26.6
"GC.REV.XGRT.CN",17490,12792,26.9
"ST.INT.RCPT.XP.ZS",17490,12788,26.9
"GC.TAX.TOTL.CN",17490,12767,27
"SH.ANM.CHLD.ZS",17490,12774,27
"SE.PRM.UNER.ZS",17490,12742,27.1
"FR.INR.RINR",17490,12727,27.2
"ST.INT.XPND.MP.ZS",17490,12726,27.2
"SL.EMP.TOTL.SP.FE.NE.ZS",17490,12716,27.3
"SL.EMP.TOTL.SP.MA.NE.ZS",17490,12718,27.3
"FR.INR.LEND",17490,12702,27.4
"ST.INT.XPND.CD",17490,12694,27.4
"SE.PRM.TENR",17490,12688,27.5
"SH.ALC.PCAP.FE.LI",17490,12612,27.9
"SH.ALC.PCAP.LI",17490,12612,27.9
"SH.ALC.PCAP.MA.LI",17490,12612,27.9
"SH.HIV.INCD",17490,12612,27.9
"SL.TLF.ACTI.1524.FE.NE.ZS",17490,12617,27.9
"SL.TLF.ACTI.1524.MA.NE.ZS",17490,12617,27.9
"SE.PRM.NENR.FE",17490,12596,28
"SE.PRM.NENR.MA",17490,12597,28
"SL.TLF.ACTI.1524.NE.ZS",17490,12592,28
"SL.UEM.NEET.FE.ME.ZS",17490,12590,28
"SL.UEM.NEET.MA.ME.ZS",17490,12590,28
"SL.UEM.NEET.ME.ZS",17490,12590,28
"BN.TRF.KOGT.CD",17490,12573,28.1
"SH.TBS.CURE.ZS",17490,12572,28.1
"SH_UHC_SCI_CAPACITY",17490,12570,28.1
"SH_UHC_SCI_ID",17490,12570,28.1
"SH_UHC_SCI_NCD",17490,12570,28.1
"SH_UHC_SCI_RMNCH",17490,12570,28.1
"SN.ITK.DEFC.ZS",17490,12578,28.1
"SH.XPD.EHEX.PP.CD",17490,12532,28.3
"ST.INT.RCPT.CD",17490,12539,28.3
"FR.INR.DPST",17490,12523,28.4
"SH.XPD.EHEX.CH.ZS",17490,12530,28.4
"TX.VAL.ICTG.ZS.UN",17490,12516,28.4
"GC.TAX.INTT.RV.ZS",17490,12506,28.5
"SH.XPD.GHED.GE.ZS",17490,12506,28.5
"SL.EMP.TOTL.SP.NE.ZS",17490,12451,28.8
"NV.MNF.TECH.ZS.UN",17490,12442,28.9
"SE.SEC.PROG.ZS",17490,12442,28.9
"TX.MNF.TECH.ZS.UN",17490,12442,28.9
"SH.HIV.INCD.TL",17490,12401,29.1
"EN.GHG.CO2.LU.OS.MT.CE.AR5",17490,12382,29.2
"SH.DYN.NCOM.FE.ZS",17490,12386,29.2
"SH.DYN.NCOM.MA.ZS",17490,12386,29.2
"SH.DYN.NCOM.ZS",17490,12386,29.2
"SH.STA.POIS.P5",17490,12386,29.2
"SH.STA.POIS.P5.FE",17490,12386,29.2
"SH.STA.POIS.P5.MA",17490,12386,29.2
"SH.STA.SUIC.FE.P5",17490,12386,29.2
"SH.STA.SUIC.MA.P5",17490,12386,29.2
"SH.STA.SUIC.P5",17490,12386,29.2
"FR.INR.LNDP",17490,12342,29.4
"GOV_WGI_GE_EST",17490,12348,29.4
"GOV_WGI_GE_SC",17490,12348,29.4
"GOV_WGI_RQ_EST",17490,12347,29.4
"GOV_WGI_RQ_SC",17490,12347,29.4
"SH.STA.STNT.ME.FE.ZS",17490,12329,29.5
"GOV_WGI_CC_EST",17490,12315,29.6
"GOV_WGI_CC_SC",17490,12315,29.6
"TM.VAL.ICTG.ZS.UN",17490,12318,29.6
"GC.TAX.OTHR.RV.ZS",17490,12304,29.7
"SH.STA.OWGH.ME.FE.ZS",17490,12290,29.7
"SH.STA.OWGH.ME.MA.ZS",17490,12290,29.7
"SH.STA.OWGH.ME.ZS",17490,12290,29.7
"DT.TDS.DPPF.XP.ZS",17490,12280,29.8
"GC.XPN.TOTL.GD.ZS",17490,12263,29.9
"GOV_WGI_PV_EST",17490,12261,29.9
"GOV_WGI_PV_SC",17490,12261,29.9
"DT.TDS.DECT.EX.ZS",17490,12238,30
"GC.NFN.TOTL.GD.ZS",17490,12240,30
"GC.XPN.GSRV.ZS",17490,12226,30.1
"GOV_WGI_RL_EST",17490,12220,30.1
"GOV_WGI_RL_SC",17490,12220,30.1
"GOV_WGI_VA_EST",17490,12231,30.1
"GOV_WGI_VA_SC",17490,12231,30.1
"EN.GHG.CO2.LU.OL.MT.CE.AR5",17490,12190,30.3
"GC.XPN.COMP.ZS",17490,12187,30.3
"GC.XPN.INTP.ZS",17490,12192,30.3
"SH.STA.ODFC.RU.ZS",17490,12191,30.3
"IT.NET.BBND",17490,12171,30.4
"IT.NET.BBND.P2",17490,12171,30.4
"SH.STA.BASS.RU.ZS",17490,12154,30.5
"DC.DAC.IRLL.CD",17490,12139,30.6
"NY.GNP.MKTP.PP.KD",17490,12119,30.7
"NY.GNP.PCAP.PP.KD",17490,12119,30.7
"DT.DOD.MIDA.CD",17490,12120,30.7
"GC.REV.GOTR.ZS",17490,12099,30.8
"DC.DAC.NZLL.CD",17490,12095,30.8
"NV.MNF.MTRN.ZS.UN",17490,12080,30.9
"NY.ADJ.SVNG.GN.ZS",17490,12079,30.9
"SH.H2O.BASW.RU.ZS",17490,12078,30.9
"SH.TBS.DTEC.ZS",17490,12081,30.9
"SH.VAC.TTNS.ZS",17490,12089,30.9
"SL.TLF.CACT.FM.NE.ZS",17490,12091,30.9
"SM.POP.ASYS.EA",17490,12090,30.9
"DC.DAC.ESPL.CD",17490,12053,31.1
"NV.MNF.CHEM.ZS.UN",17490,12028,31.2
"SE.SEC.CMPT.LO.FE.ZS",17490,12012,31.3
"SE.SEC.CMPT.LO.MA.ZS",17490,12014,31.3
"SL.UEM.TOTL.FE.NE.ZS",17490,12023,31.3
"NY.ADJ.DPEM.CD",17490,11988,31.5
"SL.TLF.CACT.FE.NE.ZS",17490,11983,31.5
"SL.TLF.CACT.MA.NE.ZS",17490,11984,31.5
"EG.EGY.PRIM.PP.KD",17490,11956,31.6
"EN.GHG.CO2.LU.MT.CE.AR5",17490,11970,31.6
"SH.MED.PHYS.ZS",17490,11961,31.6
"SE.PRM.PRSL.FE.ZS",17490,11931,31.8
"SE.PRM.PRSL.MA.ZS",17490,11932,31.8
"SE.TER.TCHR.FE.ZS",17490,11935,31.8
"GC.XPN.INTP.RV.ZS",17490,11900,32
"ST.INT.TVLX.CD",17490,11893,32
"SH.STA.BASS.UR.ZS",17490,11859,32.2
"SH.STA.ODFC.UR.ZS",17490,11864,32.2
"EG.CFT.ACCS.RU.ZS",17490,11826,32.4
"EG.CFT.ACCS.UR.ZS",17490,11826,32.4
"EG.CFT.ACCS.ZS",17490,11826,32.4
"GC.REV.XGRT.GD.ZS",17490,11822,32.4
"SH.XPD.GHED.CH.ZS",17490,11815,32.4
"SH.XPD.GHED.GD.ZS",17490,11815,32.4
"SH.XPD.GHED.PC.CD",17490,11818,32.4
"SH.XPD.GHED.PP.CD",17490,11816,32.4
"SH.XPD.PVTD.CH.ZS",17490,11815,32.4
"SH.XPD.PVTD.PC.CD",17490,11818,32.4
"SH.XPD.PVTD.PP.CD",17490,11816,32.4
"GC.TAX.TOTL.GD.ZS",17490,11802,32.5
"SH.XPD.CHEX.GD.ZS",17490,11798,32.5
"SH.XPD.CHEX.PP.CD",17490,11799,32.5
"SH.XPD.OOPC.CH.ZS",17490,11798,32.5
"SH.XPD.OOPC.PC.CD",17490,11801,32.5
"SH.XPD.OOPC.PP.CD",17490,11799,32.5
"GC.TAX.YPKG.RV.ZS",17490,11794,32.6
"SH.H2O.BASW.UR.ZS",17490,11787,32.6
"SH.HIV.INCD.TL.P3",17490,11786,32.6
"DT.NFL.MOTH.CD",17490,11793,32.6
"GC.TAX.GSRV.RV.ZS",17490,11762,32.8
"SE.XPD.TOTL.GB.ZS",17490,11751,32.8
"SH.ANM.ALLW.ZS",17490,11754,32.8
"SH.ANM.NPRG.ZS",17490,11754,32.8
"SH.PRG.ANEM",17490,11754,32.8
"DT.TDS.DIMF.CD",17490,11729,32.9
"NV.MNF.TXTL.ZS.UN",17490,11739,32.9
"NV.MNF.FBTO.ZS.UN",17490,11711,33
"SH.HIV.INCD.ZS",17490,11717,33
"ST.INT.ARVL",17490,11709,33.1
"MS.MIL.XPND.ZS",17490,11676,33.2
"SH.HIV.1524.FE.ZS",17490,11677,33.2
"SH.HIV.1524.MA.ZS",17490,11677,33.2
"NE.CON.PRVT.CN.AD",17490,11658,33.3
"DT.DOD.DSTC.XP.ZS",17490,11670,33.3
"NV.MNF.OTHR.ZS.UN",17490,11647,33.4
"NY.ADJ.NNAT.CD",17490,11642,33.4
"DT.TDS.DPPG.XP.ZS",17490,11622,33.6
"EG.IMP.CONS.ZS",17490,11592,33.7
"BN.KLT.PTXL.CD",17490,11574,33.8
"SE.SEC.CMPT.LO.ZS",17490,11551,34
"DT.NFL.IFAD.CD",17490,11519,34.1
"NY.ADJ.SVNX.GN.ZS",17490,11486,34.3
"DT.NFL.UNCR.CD",17490,11496,34.3
"DT.DOD.DIMF.CD",17490,11461,34.5
"SE.PRE.ENRL.TC.ZS",17490,11417,34.7
"SE.PRM.NENR",17490,11421,34.7
"SE.PRE.DURS",17490,11408,34.8
"SL.UEM.TOTL.NE.ZS",17490,11394,34.9
"SM.POP.ASYS.EO",17490,11370,35
"NY.GNP.MKTP.KN",17490,11357,35.1
"SH.DYN.AIDS.ZS",17490,11355,35.1
"DT.DOD.DECT.GN.ZS",17490,11329,35.2
"DT.DOD.DSTC.IR.ZS",17490,11329,35.2
"SE.PRM.PRIV.ZS",17490,11323,35.3
"ER.H2O.FWST.ZS",17490,11290,35.4
"ER.H2O.FWIN.ZS",17490,11289,35.5
"BX.TRF.PWKR.CD",17490,11249,35.7
"SH.STA.ODFC.ZS",17490,11250,35.7
"DT.DOD.DSTC.CD",17490,11234,35.8
"NE.CON.PCAP.PP.KD",17490,11216,35.9
"NE.CON.PRVT.PP.KD",17490,11216,35.9
"DT.TDS.MLAT.PG.ZS",17490,11186,36
"DT.DOD.MWBG.CD",17490,11192,36
"SE.PRM.CMPT.FE.ZS",17490,11181,36.1
"SE.PRM.CMPT.MA.ZS",17490,11181,36.1
"DT.NFL.BLAT.CD",17490,11169,36.1
"DT.TDS.MLAT.CD",17490,11155,36.2
"ER.H2O.FWAG.ZS",17490,11152,36.2
"ER.H2O.FWDM.ZS",17490,11167,36.2
"PA.NUS.PRVT.PLI",17490,11167,36.2
"SE.SEC.ENRL.TC.ZS",17490,11156,36.2
"SH.STA.BASS.ZS",17490,11152,36.2
"DT.NFL.MIBR.CD",17490,11155,36.2
"NY.ADJ.NNTY.KD.ZG",17490,11147,36.3
"NY.ADJ.NNTY.PC.KD.ZG",17490,11147,36.3
"PA.NUS.PRVT.PP",17490,11136,36.3
"DC.DAC.KORL.CD",17490,11135,36.3
"SE.XPD.TOTL.GD.ZS",17490,11132,36.4
"SH.H2O.BASW.ZS",17490,11117,36.4
"DT.NFL.MLAT.CD",17490,11123,36.4
"BX.GSR.CCIS.CD",17490,11106,36.5
"NY.ADJ.NNTY.KD",17490,11112,36.5
"NY.ADJ.NNTY.PC.KD",17490,11112,36.5
"SE.PRM.GINT.MA.ZS",17490,11096,36.6
"SE.PRM.PRSL.ZS",17490,11085,36.6
"DT.TDS.DPPG.CD",17490,11077,36.7
"MS.MIL.TOTL.TF.ZS",17490,11076,36.7
"DT.NFL.OFFT.CD",17490,11073,36.7
"DT.TDS.DECT.CD",17490,11061,36.8
"EG.GDP.PUSE.KO.PP.KD",17490,11047,36.8
"EG.USE.COMM.GD.PP.KD",17490,11046,36.8
"NY.GNS.ICTR.CD",17490,11060,36.8
"NY.GNS.ICTR.CN",17490,11060,36.8
"DT.DOD.DECT.CD",17490,11046,36.8
"DT.DOD.DLXF.CD",17490,11058,36.8
"BX.GSR.ROYL.CD",17490,11028,36.9
"DT.DOD.DPPG.CD",17490,11033,36.9
"EG.GDP.PUSE.KO.PP",17490,11007,37.1
"NE.CON.PCAP.PP.CD",17490,10982,37.2
"NE.CON.PRVT.PP.CD",17490,10982,37.2
"EG.USE.ELEC.KH.PC",17490,10961,37.3
"BX.GSR.CCIS.ZS",17490,10969,37.3
"DT.DOD.DSTC.ZS",17490,10966,37.3
"SH.IMM.HEPB",17490,10952,37.4
"EG.USE.CRNW.ZS",17490,10923,37.5
"SE.ENR.TERT.FM.ZS",17490,10914,37.6
"SG.GEN.PARL.ZS",17490,10917,37.6
"SE.TER.ENRR.FE",17490,10903,37.7
"SE.TER.ENRR.MA",17490,10903,37.7
"ER.H2O.FWTL.ZS",17490,10860,37.9
"SH.DYN.AIDS.FE.ZS",17490,10846,38
"EG.USE.PCAP.KG.OE",17490,10802,38.2
"DC.DAC.FINL.CD",17490,10791,38.3
"TM.UVI.MRCH.XD.WD",17490,10749,38.5
"ER.H2O.FWTL.K3",17490,10741,38.6
"SE.SEC.TCHR.FE",17490,10715,38.7
"SE.SEC.TCHR.FE.ZS",17490,10710,38.8
"SE.PRM.CMPT.ZS",17490,10685,38.9
"MS.MIL.TOTL.P1",17490,10664,39
"IP.JRN.ARTC.SC",17490,10658,39.1
"NY.ADJ.DPEM.GN.ZS",17490,10656,39.1
"NY.ADJ.DCO2.CD",17490,10626,39.2
"SE.PRM.REPT.ZS",17490,10634,39.2
"DT.NFL.WFPG.CD",17490,10621,39.3
"DC.DAC.DNKL.CD",17490,10608,39.3
"IT.NET.USER.ZS",17490,10594,39.4
"NE.DAB.DEFL.ZS",17490,10596,39.4
"FI.RES.TOTL.DT.ZS",17490,10574,39.5
"NY.GNP.MKTP.KD",17490,10586,39.5
"NY.GNP.PCAP.KD",17490,10586,39.5
"NY.GNP.PCAP.KD.ZG",17490,10576,39.5
"TX.UVI.MRCH.XD.WD",17490,10564,39.6
"NE.GDI.FTOT.KN",17490,10540,39.7
"NY.GNP.MKTP.CN.AD",17490,10492,40
"NE.DAB.TOTL.KN",17490,10480,40.1
"PA.NUS.GDP.PLI",17490,10469,40.1
"SE.PRM.GINT.ZS",17490,10461,40.2
"EN.GHG.FGAS.IP.MT.CE.AR5",17490,10435,40.3
"PA.NUS.PPP",17490,10447,40.3
"DT.TDS.DECT.GN.ZS",17490,10418,40.4
"DT.TDS.DPPG.GN.ZS",17490,10422,40.4
"NE.GDI.TOTL.KN",17490,10428,40.4
"NV.SRV.EMPL.KD",17490,10417,40.4
"DT.NFL.MIDA.CD",17490,10419,40.4
"NY.GNP.MKTP.KD.ZG",17490,10380,40.7
"NV.IND.EMPL.KD",17490,10337,40.9
"NV.AGR.EMPL.KD",17490,10308,41.1
"NY.GDP.DEFL.KD.ZG.AD",17490,10215,41.6
"EG.ELC.RNEW.ZS",17490,10199,41.7
"BN.KLT.DINV.CD",17490,10179,41.8
"NY.GDP.DEFL.ZS.AD",17490,10176,41.8
"NY.GDP.MKTP.CN.AD",17490,10176,41.8
"NY.TAX.NIND.KN",17490,10158,41.9
"SE.SEC.ENRL.VO.FE.ZS",17490,10157,41.9
"SE.TER.ENRR",17490,10139,42
"DC.DAC.AUSL.CD",17490,10149,42
"DT.ODA.ODAT.MP.ZS",17490,10123,42.1
"NE.CON.GOVT.KN",17490,10125,42.1
"EG.ELC.RNWX.ZS",17490,10083,42.3
"SE.PRE.ENRR.FE",17490,10093,42.3
"SE.PRE.ENRR.MA",17490,10093,42.3
"EG.ELC.ACCS.RU.ZS",17490,10063,42.5
"EG.ELC.RNWX.KH",17490,10052,42.5
"NE.CON.PRVT.KN",17490,10061,42.5
"DC.DAC.SWEL.CD",17490,10053,42.5
"AG.CON.FERT.PT.ZS",17490,9966,43
"NE.CON.TOTL.KN",17490,9963,43
"SL.GDP.PCAP.EM.KD",17490,9944,43.1
"NY.ADJ.DCO2.GN.ZS",17490,9913,43.3
"NY.GDY.TOTL.KN",17490,9913,43.3
"EG.ELC.NUCL.ZS",17490,9896,43.4
"NY.EXP.CAPM.KN",17490,9906,43.4
"NY.TTF.GNFS.KN",17490,9906,43.4
"EG.USE.COMM.FO.ZS",17490,9831,43.8
"NV.IND.MANF.KN",17490,9838,43.8
"NY.ADJ.NNAT.GN.ZS",17490,9834,43.8
"NY.ADJ.ICTR.GN.ZS",17490,9795,44
"SE.SEC.ENRR.MA",17490,9787,44
"SE.SEC.TCHR",17490,9796,44
"DC.DAC.NORL.CD",17490,9803,44
"EG.ELC.LOSS.ZS",17490,9778,44.1
"BN.CAB.XOKA.GD.ZS",17490,9776,44.1
"BN.RES.INCL.CD",17490,9757,44.2
"NE.EXP.GNFS.KN",17490,9762,44.2
"NE.IMP.GNFS.KN",17490,9762,44.2
"EG.ELC.COAL.ZS",17490,9744,44.3
"EG.ELC.FOSL.ZS",17490,9726,44.4
"BM.GSR.ROYL.CD",17490,9727,44.4
"BN.KAC.EOMS.CD",17490,9719,44.4
"BN.TRF.CURR.CD",17490,9711,44.5
"EG.ELC.ACCS.UR.ZS",17490,9682,44.6
"EG.ELC.NGAS.ZS",17490,9698,44.6
"BN.CAB.XOKA.CD",17490,9683,44.6
"BN.FIN.TOTL.CD",17490,9697,44.6
"BN.GSR.FCTY.CD",17490,9688,44.6
"BN.GSR.GNFS.CD",17490,9681,44.6
"BN.GSR.MRCH.CD",17490,9682,44.6
"EG.ELC.ACCS.ZS",17490,9655,44.8
"FM.LBL.BMNY.IR.ZS",17490,9619,45
"EG.ELC.HYRO.ZS",17490,9605,45.1
"NE.GDI.STKB.CD",17490,9599,45.1
"NE.GDI.STKB.CN",17490,9592,45.2
"DT.ODA.ODAT.GI.ZS",17490,9568,45.3
"EG.ELC.PETR.ZS",17490,9567,45.3
"NV.SRV.TOTL.KN",17490,9535,45.5
"SE.SEC.ENRL.FE.ZS",17490,9522,45.6
"EN.URB.MCTY",17490,9504,45.7
"NY.GNS.ICTR.ZS",17490,9495,45.7
"SE.PRM.ENRL.TC.ZS",17490,9422,46.1
"EN.GHG.CO2.WA.MT.CE.AR5",17490,9409,46.2
"SE.ENR.PRSC.FM.ZS",17490,9406,46.2
"NE.GDI.FTOT.KD",17490,9366,46.4
"NE.GDI.FTOT.KD.ZG",17490,9380,46.4
"DC.DAC.BELL.CD",17490,9375,46.4
"NE.GDI.FTOT.CN",17490,9358,46.5
"NY.TRF.NCTR.CD",17490,9357,46.5
"DC.DAC.AUTL.CD",17490,9358,46.5
"NY.TRF.NCTR.CN",17490,9341,46.6
"SL.AGR.EMPL.FE.ZS",17490,9314,46.7
"SL.AGR.EMPL.MA.ZS",17490,9314,46.7
"SL.AGR.EMPL.ZS",17490,9314,46.7
"SL.EMP.1524.SP.FE.ZS",17490,9314,46.7
"SL.EMP.1524.SP.MA.ZS",17490,9314,46.7
"SL.EMP.1524.SP.ZS",17490,9314,46.7
"SL.EMP.MPYR.MA.ZS",17490,9314,46.7
"SL.EMP.MPYR.ZS",17490,9314,46.7
"SL.EMP.SELF.FE.ZS",17490,9314,46.7
"SL.EMP.SELF.MA.ZS",17490,9314,46.7
"SL.EMP.SELF.ZS",17490,9314,46.7
"SL.EMP.TOTL.SP.FE.ZS",17490,9314,46.7
"SL.EMP.TOTL.SP.MA.ZS",17490,9314,46.7
"SL.EMP.TOTL.SP.ZS",17490,9314,46.7
"SL.EMP.VULN.FE.ZS",17490,9314,46.7
"SL.EMP.VULN.MA.ZS",17490,9314,46.7
"SL.EMP.VULN.ZS",17490,9314,46.7
"SL.EMP.WORK.FE.ZS",17490,9314,46.7
"SL.EMP.WORK.MA.ZS",17490,9314,46.7
"SL.EMP.WORK.ZS",17490,9314,46.7
"SL.FAM.WORK.FE.ZS",17490,9314,46.7
"SL.FAM.WORK.MA.ZS",17490,9314,46.7
"SL.FAM.WORK.ZS",17490,9314,46.7
"SL.IND.EMPL.FE.ZS",17490,9314,46.7
"SL.IND.EMPL.MA.ZS",17490,9314,46.7
"SL.IND.EMPL.ZS",17490,9314,46.7
"SL.SRV.EMPL.FE.ZS",17490,9314,46.7
"SL.SRV.EMPL.MA.ZS",17490,9314,46.7
"SL.SRV.EMPL.ZS",17490,9314,46.7
"SL.UEM.1524.FE.ZS",17490,9314,46.7
"SL.UEM.TOTL.FE.ZS",17490,9314,46.7
"SL.UEM.TOTL.MA.ZS",17490,9314,46.7
"SL.UEM.TOTL.ZS",17490,9314,46.7
"EG.FEC.RNEW.ZS",17490,9287,46.9
"EN.GHG.CO2.RT.GDP.PP.KD",17490,9269,47
"MS.MIL.XPND.CN",17490,9241,47.2
"NV.IND.MANF.CN",17490,9237,47.2
"SE.ENR.SECO.FM.ZS",17490,9229,47.2
"FM.AST.PRVT.ZG.M3",17490,9195,47.4
"NV.IND.TOTL.KN",17490,9199,47.4
"DC.DAC.NLDL.CD",17490,9202,47.4
"FM.AST.CGOV.ZG.M3",17490,9186,47.5
"NY.GNS.ICTR.GN.ZS",17490,9177,47.5
"SE.PRE.ENRR",17490,9178,47.5
"SE.SEC.ENRL.VO",17490,9170,47.6
"FM.LBL.BMNY.ZG",17490,9152,47.7
"NY.GDP.FCST.KN",17490,9151,47.7
"DT.NFL.UNCF.CD",17490,9145,47.7
"NY.ADJ.AEDU.CD",17490,9115,47.9
"BX.GSR.INSF.ZS",17490,9111,47.9
"TX.VAL.INSF.ZS.WT",17490,9111,47.9
"EN.ATM.PM25.MC.M3",17490,9092,48
"NE.GDI.TOTL.KD",17490,9094,48
"NE.DAB.TOTL.KD",17490,9083,48.1
"NE.GDI.TOTL.KD.ZG",17490,9085,48.1
"SL.TLF.ACTI.1524.MA.ZS",17490,9080,48.1
"SL.TLF.ACTI.1524.ZS",17490,9080,48.1
"SL.TLF.ACTI.FE.ZS",17490,9080,48.1
"SL.TLF.ACTI.ZS",17490,9080,48.1
"SL.TLF.CACT.FE.ZS",17490,9080,48.1
"SL.TLF.CACT.FM.ZS",17490,9080,48.1
"SL.TLF.CACT.MA.ZS",17490,9080,48.1
"SL.TLF.CACT.ZS",17490,9080,48.1
"SL.TLF.TOTL.FE.ZS",17490,9080,48.1
"SL.TLF.TOTL.IN",17490,9080,48.1
"EN.GHG.CO2.ZG.AR5",17490,9058,48.2
"NY.GDP.MKTP.PP.KD",17490,9060,48.2
"NY.GDP.PCAP.PP.KD",17490,9060,48.2
"NY.TAX.NIND.CD",17490,9062,48.2
"NY.TAX.NIND.CN",17490,9042,48.3
"NV.AGR.TOTL.KN",17490,9012,48.5
"NY.GDP.DISC.CN",17490,9008,48.5
"NY.GDP.MKTP.PP.CD",17490,9014,48.5
"NY.GDP.PCAP.PP.CD",17490,9014,48.5
"NY.GNP.MKTP.PP.CD",17490,9000,48.5
"NY.GNP.PCAP.PP.CD",17490,9000,48.5
"DT.NFL.NIFC.CD",17490,9006,48.5
"ER.GDP.FWTL.M3.KD",17490,8997,48.6
"SE.PRM.TCHR.FE.ZS",17490,8993,48.6
"SH.DTH.0509",17490,8985,48.6
"SH.DTH.1014",17490,8985,48.6
"SH.DTH.1519",17490,8985,48.6
